Company/Brand,Sector,Amount,HeadQuarter,Funding Year,Founded,Investor
Euler Motors,Automotive,2600000.0,New Delhi,2021,2018.0,"ADB Ventures, Jetty Ventures"
Pixxel,SpaceTech,7300000.0,Bangalore,2021,2019.0,"Techstars, Ryan Johnson"
Prescinto,Solar,3500000.0,Gujarat,2021,2016.0,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyGlamm,Beauty products,20000000.0,Mumbai,2021,2015.0,Bessemer Venture Partners
Chirrup,Gaming,300000.0,Bangalore,2021,2020.0,"Titan Capital, iSeed, First Cheque, 3.0 Fund."
Policybazaar,Insurance,75000000.0,Gurugram,2021,2008.0,"Falcon Edge Capital, White Oak Global Advisors"
Livve Homes,Rental space,5000000.0,Bangalore,2021,2017.0,Angel investors
Juicy Chemistry,HealthCare,6300000.0,Coimbatore,2021,2014.0,Akya Ventures
Svasti Microfinance,FinTech,4000000.0,Mumbai,2021,2008.0,"Kayenne Ventures, Nordic Microfinance Initiative"
Nexprt,Consulting,2000000.0,New Delhi,2021,2020.0,Titan Capital
Wysa,AI startup,0.0,Bangalore,2021,2015.0,"Kae Capital, Pi Ventures"
Ankur capital,FinTech,40000000.0,Mumbai,2021,2011.0,Undisclosed
Indifi,FinTech,5000000.0,Gurugram,2021,2015.0,"Elevar Equity, Accel India"
Firmway,FinTech,0.0,Mumbai,2021,2016.0,Undisclosed
Say Cheese,FemTech,1000000.0,Mumbai,2021,2020.0,Undisclosed
Indic Inspirations,Cultural,300000.0,Pune,2021,2019.0,Marquee investors
Bimaplan,FinTech,500000.0,Mumbai,2021,2020.0,"Titan Capital, Y Combinator"
YAP,FinTech,10000000.0,Chennai,2021,2014.0,"Jitendra Gupta, Better Capital"
Leap Finance,FinTech,17000000.0,Bangalore,2021,2019.0,Jungle Ventures
BlackSoil NBFC,FinTech,3000000.0,Mumbai,2021,2010.0,Undisclosed
OYO,Hospitality,200000000.0,Gurugram,2021,2012.0,Hindustan Media Venture
Max Healthcare,HealthCare,140000000.0,New Delhi,2021,2000.0,"Radiant Life Care Private Ltd, Life Healthcare"
4baseCare,HealthTech,2000000.0,Bangalore,2021,2018.0,"Mount Judi Ventures, growX Ventures, Season Two Ventures"
Ezstays,EdTech,400000.0,New Delhi,2021,2019.0,Richard Rekhy
Stylework,Co-working,500000.0,Gurugram,2021,2017.0,Inflection Point Ventures
Kinara Capital,FinTech,6000000.0,Bangalore,2021,2011.0,"GAWA Capital, Gaja Capital"
Riskcovry,InsureTech,5000000.0,Bangalore,2021,2018.0,"Better Capital, Bharat Inclusion Seed Fund"
NODWIN,Gaming,20000000.0,Gurugram,2021,2012.0,Krafton
Quizizz,EdTech,12500000.0,Bangalore,2021,2015.0,"Eight Roads Ventures India, Nexus Venture Partners"
Ecom Express,E-commerce,20000000.0,New Delhi,2021,2012.0,"CDC Group, Partners Group"
Turtlemint,InsureTech,45000000.0,Mumbai,2021,2015.0,Jungle Ventures
Captain Fresh,Supply chain platform,3000000.0,Bangalore,2021,2019.0,"Matrix Partners India, Ankur Capital"
Northern Arc,FinTech,10000000.0,Chennai,2021,2008.0,"U.S. International Development Finance Corp, Asian Development Bank"
Qoohoo,Social platform,800000.0,Bangalore,2021,2020.0,Angel investors
IGL,Gaming,500000.0,Mumbai,2021,2016.0,"Hungama, Hindustan Talkies"
AMPM,E-commerce,200000.0,Gurugram,2021,2018.0,Agility Venture Partners
The ePlane,Drone,1000000.0,Chennai,2021,2016.0,"Speciale Invest, Farid Ahsan"
Cashify,E-commerce,15000000.0,Gurugram,2021,2009.0,"Bessemer Venture Partners, CDH Investments"
Bijnis,B2B service,0.0,New Delhi,2021,2014.0,"Sequoia Capital India, Matrix Partners India"
Questt,EdTech,1000000.0,Gurugram,2021,2020.0,"Chiratae Ventures, AET Fund"
DealShare,E-commerce,3000000.0,Jaipur,2021,2018.0,"Omidyar Network, Falcon Edge Capital"
Euler Motors,Automotive,4000000.0,New Delhi,2021,2018.0,"Jetty Ventures, Srinivas Anumolu"
Blume Ventures,FinTech,40000000.0,Mumbai,2021,2011.0,Avendus
KoineArth,Blockchain startup,1800000.0,Bangalore,2021,2018.0,YourNest
ImaginXP,EdTech,1500000.0,Pune,2021,2013.0,Venture Catalysts
Virohan,EdTech,0.0,Gurugram,2021,2018.0,"National Skill Development Corporation, Rianta Capital"
Apna.co,Recruitment,12500000.0,Bangalore,2021,2019.0,"Sequoia Capital India, Rocketship.vc"
ideaForge,Drone,2000000.0,Mumbai,2021,2007.0,"Infosys, Qualcomm Ventures"
Clairco,CleanTech,500000.0,Bangalore,2021,2018.0,"Real Estate Accelerator Program (REAP), AngelList"
Northern Arc,FinTech,50000000.0,Chennai,2021,2008.0,"Asian Development Bank, U.S. International Development Finance Corp"
Lenskart,Fashion,95000000.0,"Faridabad, Haryana",2021,2010.0,"Kohlberg Kravis Roberts, Temasek Holdings"
ParkSmart,Automotive,0.0,New Delhi,2021,2018.0,"Shireen Rangaswamy, Dilesh Gathani"
Virohan,EdTech,3000000.0,Gurugram,2021,2018.0,"Rebright Partners, Wadhwani Foundation"
BankSathi,FinTech,200000.0,New Delhi,2021,2019.0,"Dinesh Godara, Aditya Talwar"
Spark Studio,EdTech,0.0,Bangalore,2021,2020.0,Better Capital
BlissClub,Fashion,2000000.0,Bangalore,2021,2020.0,Elevation Capital
BricSpaces,Real estate,350000.0,Bangalore,2021,2018.0,Angel investors
ANSR,Consulting,15000000.0,Bangalore,2021,2008.0,"Sistema Asia Capital, Evolvence India Fund"
Keito,AI company,0.0,Pune,2021,2016.0,"Rajesh Agarwal, Nandkishore Mundada"
Reccy Adventures,Sports startup,400000.0,Gurugram,2021,2019.0,"Kallol Banerjee, Jaydeep Barman"
Magenta EV,Renewable Energy,15000000.0,Mumbai,2021,2017.0,"JITO Angel Network, LetsVenture"
Karbon Card,FinTech,1000000.0,Bangalore,2021,2019.0,"MyAsia VC, Orios Venture Partners"
Wysa,AI company,5000000.0,Bangalore,2021,2015.0,"W Health Ventures, Pi Ventures"
Agnikul,SpaceTech,11000000.0,Chennai,2021,2017.0,"Artha India Ventures, Sriram Krishnan"
LegalPay,FinTech,0.0,New Delhi,2021,2019.0,9Unicorns
Glamplus,SaaS startup,200000.0,Bangalore,2021,2020.0,Inflection Point Ventures
Tekie,EdTech,1500000.0,Gurugram,2021,2017.0,"GSV, Multiply Ventures"
Asirvad Microfinance,FinTech,15000000.0,Chennai,2021,2007.0,"WorldBusiness Capital, Northern Arc"
Avalon Labs,FinTech,0.0,Bangalore,2021,2017.0,"Tanglin Ventures, Better Capital, Whiteboard Capital"
Betterhalf.ai,Matrimony,3000000.0,Bangalore,2021,2016.0,"Y Combinator, Rehan A Khan"
Koo,Social Media,30000000.0,Bangalore,2021,2020.0,"Balaji Srinivasan, Naval Ravikant"
Rezo.ai,AI startup,0.0,Noida,2021,2017.0,"Devesh Sachdev, Bhavesh Manglani"
Mentoria,EdTech,200000.0,Mumbai,2021,2015.0,"Pradeep K Jaisingh, Jayant Mehrotra"
Cuvette Tech,Human Resources,1800000.0,Bangalore,2021,2020.0,"Varun Alagh, Harish Daiya"
Clensta,BioTechnology,600000.0,New Delhi,2021,2016.0,"IAN Fund, World Startup Factory"
FarMart,AgriTech,24000000.0,Gurugram,2021,2015.0,"Omidyar Network India, Avaana Capital"
Kodo Card,FinTech,8000000.0,Mumbai,2021,2019.0,"Brex, Y-Combinator"
Polygon,Crypto,0.0,Mumbai,2021,2017.0,"Mark Cuban, MiH Ventures"
Get My Parking,Mobility,6000000.0,New Delhi,2021,2015.0,"IvyCap Ventures, IAN Fund"
Cellestial,Electronics,500000.0,Hyderabad,2021,2019.0,"Gurj Aujla, Ashik K"
FanCode,Sports startup,50000000.0,Mumbai,2021,2019.0,Dream Sports
Jai Kisan,FinTech,30000000.0,Mumbai,2021,2017.0,"The Chatterjee Group, Prophetic Ventures"
Plum,HealthCare,15000000.0,Bangalore,2021,2019.0,"Harsh Jain, Lalit Keshre"
ThatMate,HealthCare,140000.0,Satara,2021,2019.0,"Supriya Kumari, Premanshu Singh"
Klassroom,EdTech,200000.0,Mumbai,2021,2016.0,ah! Ventures
Convin,SaaS startup,300000.0,Bangalore,2021,2019.0,"9Unicorns Accelerator Fund, Sunder Nookala"
Mensa Brands,Clothing,50000000.0,Bangalore,2021,2021.0,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
Disruptium,Consulting,200000.0,Ahmadabad,2021,2021.0,Pravesh Mehta
MedTel Healthcare,HealthCare,5000000.0,Orissia,2021,2017.0,Undisclosed
Pickright Technologies,FinTech,200000.0,Bangalore,2021,2019.0,"Gaurav Gupta, Vivek Srivatsav"
Ingenium,EdTech,0.0,New Delhi,2021,2018.0,Lead Angels
BharatPe,FinTech,6000000.0,New Delhi,2021,2018.0,"Amplo, Insight Partners"
RuleZero,Tech Startup,1000000.0,Bangalore,2021,2019.0,"Induslaw, Reddy Futures"
Rubix Data Sciences,IT startup,800000.0,Mumbai,2021,2018.0,Undisclosed
Locobuzz,Analytics,4000000.0,Mumbai,2021,2011.0,Yuj Ventures
We Founder Circle,FinTech,2000000.0,Mumbai,2021,2020.0,Geekster
Haqdarshak,Finance,800000.0,Jaipur,2021,2015.0,"Manish Subramaniam, Upaya Social Ventures"
Celcius,Logistics,0.0,Mumbai,2021,2020.0,Eaglewings Ventures
Enthu.ai,AI startup,200000.0,Chandigarh,2021,2020.0,Appit Simple Infotek
Myelin Foundry,AI startup,1000000.0,Bangalore,2021,2019.0,Beyond Next Ventures
SuperOps.ai,AI startup,3000000.0,Chennai,2021,2020.0,"Ramakant Sharma, Elevation Capital"
6Degree,Retail,1000000.0,Mumbai,2021,2014.0,"Keiretsu Forum, SucSEED Venture Partners"
Teachmint,EdTech,16500000.0,Bangalore,2021,2020.0,"Lightspeed India Partners, CM Ventures"
Sarathi,HealthCare,100000.0,Jodhpur,2021,2020.0,Undisclosed
Jidoka Technologies,Software,340000.0,Chennai,2021,2018.0,Undisclosed
Rapido,Transportation,43000000.0,Bangalore,2021,2015.0,"Skycatcher, Nexus Venture Partners"
BYJU'S,EdTech,150000000.0,Bangalore,2021,2011.0,"Tiga Investments, Baron Capital"
ElasticRun,E-commerce,75000000.0,Pune,2021,2015.0,"Avataar Venture Partners, Kalaari Capital"
Avail Finance,FinTech,3000000.0,Bangalore,2021,2017.0,"Alteria Capital, Matrix Partners India"
Nivesh,FinTech,1600000.0,Noida,2021,2016.0,"Raghav Kapur, Indian Angel Network"
Thingsup,IoT platform,1000000.0,Pune,2021,2020.0,GSF Accelerator
Arthya Wealth and Investments,FinTech,1000000.0,Mumbai,2021,2020.0,"Rishi Kumar Bagla, Krishen Lal Khanna"
Zepto,E-commerce,60000000.0,Mumbai,2021,2021.0,"Glade Brook Capital, Nexus, Y Combinator"
Fi,Financial Services,50000000.0,Bangalore,2021,2019.0,"Capital Group, Falcon Edge"
Kiko Live,Commerce,1000000.0,Gurugram,2021,2020.0,"Dinesh Agarwal, Amarjit Batra"
TurboHire,Computer Software,0.0,Hyderabad,2021,2019.0,"Arcilla, Samir Khosla"
The Hosteller,Hospitality,1000000.0,Mumbai,2021,2015.0,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
SatSure,Defense & Space,0.0,Bangalore,2021,2017.0,Baring PE India
Ruptok Fintech,Financial Services,2000000.0,New Delhi,2021,2020.0,Manuvel Malabar Jewellers
VilCart,Retail,2000000.0,Bangalore,2021,2017.0,Nabventures
Dogsee Chew,Food & Beverages,7000000.0,Bangalore,2021,2015.0,Sixth Sense Ventures
Advantage Club,HR Tech,3300000.0,Gurugram,2021,2014.0,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
TRDR,Financial Services,150000.0,Bangalore,2021,2020.0,"Kunal Shah, Snehal Fulzele"
Zoomcar,Mobility,92000000.0,Bangalore,2021,2012.0,SternAegis Ventures
Leap India,Logistics & Supply Chain,10000000.0,Mumbai,2021,2013.0,CDC Group
SuperBottoms,Consumer Goods,400000.0,Mumbai,2021,2015.0,Alteria Capital
Cora Health,"Health, Wellness & Fitness",600000.0,Bangalore,2021,2020.0,Indian Angel Network
Battery Smart,Renewables & Environment,7000000.0,New Delhi,2021,2019.0,"Blume Ventures, Orios Ventures"
The Good Glamm Group,Information Technology & Services,150000000.0,Pune,2021,2021.0,"Warburg Pincus﻿, Prosus Ventures"
Mosaic Wellness,"Health, Wellness & Fitness",24000000.0,Mumbai,2021,2019.0,Sequoia
CloudFiles,SaaS startup,300000.0,Bangalore,2021,2020.0,Titan Capital
The Viral Fever,Entertainment,2000000.0,Mumbai,2021,2012.0,BlackSoil
Xpand,Retail,1500000.0,New Delhi,2021,2021.0,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
Troo Good,E-commerce,7000000.0,Hyderabad,2021,2018.0,OAKS Asset Management
Prodo,Business Supplies & Equipment,300000.0,New Delhi,2021,2021.0,"Titan Capital, LetsVenture"
Unnati,FinTech,7000000.0,Noida,2021,2019.0,"Incofin, NabVentures, Orios"
Lysto,NFT,3000000.0,Bangalore,2021,2021.0,BEENEXT
Wakefit,Furniture,20000000.0,Bangalore,2021,2014.0,SIG
Buyofuel,Oil & Energy,100000.0,Coimbatore,2021,2020.0,Inflection Point Ventures
ElectricPe,EV,3000000.0,Bangalore,2021,2021.0,"Blume Ventures, Micelio Fund"
Vayana Network,Financial Services,30000000.0,Pune,2021,2017.0,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
Valuationary,E-learning,100000.0,Surat,2021,2020.0,"Ashish Jain, Ajay Surana"
Knocksense,Online Media,150000.0,Lucknow,2021,2016.0,"We Founder Circle, Appyhigh, Mumbai Angels"
Petpooja,Information Technology & Services,4500000.0,Ahmedabad,2021,2011.0,"Aroa Ventures, GVFL, Udaan"
Wingreens Farms,Food & Beverages,17000000.0,Gurugram,2021,2011.0,"Investcorp, Omidyar Network"
Doola,Company-as-a-Service,3000000.0,New York,2021,2020.0,Nexus Venture Partners
EyeMyEye,Eyewear,2000000.0,Gurugram,2021,2021.0,2000000
Bombay Hemp Company,Textiles,2000000.0,Mumbai,2021,2013.0,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
DGV,Information Technology & Services,3000000.0,Bangalore,2021,2019.0,"Info Edge Ventures, Omnivore"
GuardianLink,Information Technology & Services,12000000.0,Chennai,2021,2017.0,Kalaari Capital
Clinikk,Hospital & Health Care,4000000.0,Bangalore,2021,2016.0,MassMutual Ventures
Toplyne,Computer Software,2500000.0,Bangalore,2021,2021.0,"Sequoia Capital , Together Fund"
Mensa,D2C,135000000.0,Bangalore,2021,2021.0,"Alpha Wave Ventures, Falcon Edge Capital"
GENLEAP,Professional Training & Coaching,8000000.0,Haryana,2021,2021.0,"Vivek Vaidya, Kevin Donlon, Ayush Singh"
Planys,Maritime,1600000.0,Chennai,2021,2015.0,"Kieretsu Forum, Lets Venture, Shell"
Wonderchef,Consumer Goods,20000000.0,Mumbai,2021,2009.0,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
GoKwik,Information Technology & Services,15000000.0,New Delhi,2021,2020.0,Sequoia Capital India
Velocity,Financial Services,20000000.0,Bangalore,2021,2020.0,Valar Ventures
SalaryBox,Financial Services,4000000.0,Gurugram,2021,2020.0,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
Boingg,Furniture,200000.0,Gurugram,2021,2019.0,Inflection Point Ventures
Better Capital,Venture Capital & Private Equity,15000000.0,Santra,2021,2006.0,Undisclosed
Tickertape,Financial Services,5000000.0,Bangalore,2021,2019.0,Smallcase
Zenpay Solutions,Financial Services,0.0,New Delhi,2021,2019.0,"The StarupLab, AngelBay"
Disprz,E-learning,13000000.0,Mumbai,2021,2015.0,"Dallas Venture Capital, Mars Growth Capital"
Arbo Works,Computer Software,0.0,"Mountain View, CA",2021,2021.0,Sequoia Capital
Inzpira,E-learning,300000.0,Trivandrum,2021,2021.0,"Raj Nair, Gopinath Latpate"
Defy,Financial Services,5500000.0,Bangalore,2021,2021.0,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
Mindhouse,"Health, Wellness & Fitness",6000000.0,Gurugram,2021,2019.0,"Binny Bansal, General Catalyst"
Homversity,Housing Marketplace,155000.0,Ahmedabad,2021,2017.0,Undisclosed
Toppersnotes,Education Management,1000000.0,Jaipur,2021,2015.0,Inflection Point Ventures
NoBroker.com,Real Estate,2100000.0,Bangalore,2021,2014.0,"General Atlantic, Tiger Global, Moore Strategic Ventures"
Haber,Industrial Automation,20000000.0,Pune,2021,2017.0,Ascent Capital
True Balance,Financial Services,30000000.0,Gurugram,2021,2014.0,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
Recordent,Financial Services,400000.0,Hyderabad,2021,2018.0,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
Koparo,Consumer Goods,700000.0,New Delhi,2021,2020.0,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
Indifi,Financial Services,40000000.0,Gurugram,2021,2015.0,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
Settl,Real Estate,500000.0,Bangalore,2021,2020.0,"ah! Ventures, We Founder Circle"
Park+,Tech startup,25000000.0,New Delhi,2021,2019.0,"Sequoia Capital, Matrix Partners"
Simple Energy,Automotive,21000000.0,Bangalore,2021,2019.0,Undisclosed
Dream Sports,Sports,840000000.0,Mumbai,2021,2008.0,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
Spinny,Automotive,248000000.0,Gurugram,2021,2015.0,"Abu Dhabi Growth Fund, Tiger Global"
Rentomojo,Furniture Rental,10000000.0,Bangalore,2021,2014.0,"Accel, Bain Capital"
Slice,Financial Services,220000000.0,Bangalore,2021,2015.0,"Tiger Global, Insight Partners"
21K School,E-learning,5000000.0,Bangalore,2021,2020.0,Ronnie Screwvala
Adda247,E-learning,20000000.0,Gurugram,2021,2016.0,WestBridge Capital
Loop Health,Hospital & Health Care,12000000.0,Pune,2021,2018.0,"Elevation, General Catalyst"
Rupifi,Financial Services,1000000.0,Bangalore,2021,2020.0,Alteria Capital
RENEE Cosmetics,Cosmetics,1500000.0,Ahmedabad,2021,2019.0,"Equanimity Ventures, 9Unicorns"
Svish,Consumer Goods,400000.0,Gurugram,2021,2020.0,Nueva
Progcap,FinTech,30000000.0,New Delhi,2021,2016.0,Tiger Global
Smartstaff,Recruitment,4300000.0,Bangalore,2021,2020.0,"Blume Ventures, Nexus Venture Partners"
D’Moksha Homes,Textiles,570000.0,Mumbai,2021,2020.0,"Apoorva Sharma, The Chennai Angels, Karthik Bhat"
ANS Commerce,E-commerce,2200000.0,Gurugram,2021,2017.0,"Gokul Rajaram, Venture Catalysts"
Mobileware Technologies,Information Technology & Services,4700000.0,Mumbai,2021,2008.0,Kvanto Payment Services
GramCover,Insurance,7000000.0,Noida,2021,2016.0,"Siana Capital, Inflexor Ventures, Stride Ventures"
BYJU'S,EdTech,300000000.0,Bangalore,2021,2011.0,"Oxshott Capital Partners, XN Exponent, Edelweiss"
Hyperface,Information Technology & Services,1300000.0,Bangalore,2021,2021.0,"Kunal Shah, Better Capital"
Licious,Food & Beverages,52000000.0,Bangalore,2021,2015.0,Undisclosed
Chalo,Mobility,40000000.0,Mumbai,2021,2014.0,"Lightrock India, Filter Capital"
Kaar Technologies,Information Technology & Services,4000000.0,Chennai,2021,2005.0,BlackSoil
Kissan Pro,Farming,0.0,Jharkhand,2021,2021.0,EKKI
Sunstone Eduversity,EdTech,28000000.0,Gurugram,2021,2011.0,WestBridge Capital
Ozonetel,Telecommunications,5000000.0,Hyderabad,2021,2007.0,Stakeboat Capital
CoinSwitch Kuber,Crypto,260000000.0,Bangalore,2021,2017.0,"Coinbase Ventures, Andreessen Horowitz"
Pazcare,Insurance,3500000.0,Bangalore,2021,2020.0,"BEENEXT, 3one4 Capital"
kWh Bikes,Automotive,2000000.0,Bangalore,2021,2020.0,"Let’s Venture, Better Capital"
IBSFINtech,Information Technology & Services,1000000.0,Bangalore,2021,2006.0,Undisclosed
LeadSquared,Computer Software,0.0,Bangalore,2021,2011.0,International Finance Corporation
Phool.co,Renewables & Environment,0.0,Kanpur,2021,2017.0,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation"
Twin Health,"Health, Wellness & Fitness",140000000.0,Chennai,2021,2018.0,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors"
Trica,Equity Management,3000000.0,Mumbai,2021,2021.0,LetsVenture
mHealth,"Health, Wellness & Fitness",0.0,New Delhi,2021,2020.0,India Accelerator
Rebel Foods,Cloud kitchen,175000000.0,Mumbai,2021,2011.0,Qatar Investment Authority
ProfitWheel,Marketing & Advertising,3000000.0,Mumbai,2021,2020.0,"Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani"
Log 9 Materials,Nanotechnology,2000000.0,Bangalore,2021,2014.0,Petronas Ventures
Chingari,Entertainment,19000000.0,Bangalore,2021,2018.0,Solana
Ishitva,Computer Software,1000000.0,Ahmedabad,2021,2018.0,Inflection Point Ventures
Ola Electric,Automotive,200000000.0,Bangalore,2021,2017.0,"Falcon Edge, Softbank"
leap.club,Community,810000.0,Gurugram,2021,2014.0,"Enzia Ventures, Kunal Shah"
F5,Retail,600000.0,New Delhi,2021,2018.0,Auxano Capital
ForeignAdmits,Higher Education,400000.0,Bangalore,2021,2018.0,Unicorn India Ventures
SALT,Financial Services,500000.0,Bangalore,2021,2019.0,"Prashant Pansare, Supermorpheus"
EarnWealth,Financial Services,500000.0,Pune,2021,2014.0,Undisclosed
Visit Health,"Health, Wellness & Fitness",7500000.0,New Delhi,2021,2015.0,Docprime Technologies
Crater.Club,Media,700000.0,Bangalore,2021,2020.0,LC Nueva AIF
NFTically,NFT,1000000.0,Gurugram,2021,2021.0,"Nitish Mittersain, Gaurav Munjal"
ReshaMandi,B2B,30000000.0,Bangalore,2021,2020.0,"9Unicorns, Venture Catalysts, Sandeep Singhal"
Zetwerk,Mechanical Or Industrial Engineering,600000000.0,Bangalore,2021,2018.0,TradeCred
Hubilo,Software Startup,125000000.0,Ahmedabad,2021,2020.0,Alkeon Capital
M2P Fintech,Financial Services,35000000.0,Chennai,2021,2015.0,Tiger Global
Open Financial Technologies,Financial Services,90000000.0,Bangalore,2021,2017.0,"Temasek, Google, SBI Investment"
Niro,Financial Services,3500000.0,Bangalore,2021,2021.0,Elevar Equity
Wiingy,E-learning,400000.0,Bangalore,2021,2021.0,Aroa Ventures
CarDekho,Automotive,250000000.0,Jaipur,2021,2008.0,Undisclosed
Melorra,D2C jewellery,24000000.0,Bangalore,2021,2015.0,"9Unicorns, Symphony International Holdings Limited, Value Quest"
AnKa SumMor,Sales and Distribution,1000000.0,Bangalore,2021,2017.0,Inflection Point Ventures
Toch.ai,SaaS,11000000.0,Mumbai,2021,2016.0,Undisclosed
Playto Labs,E-learning,500000.0,Bangalore,2021,2021.0,Inflection Point Ventures
Fraazo,Food & Beverages,50000000.0,Mumbai,2021,2020.0,WestBridge Capital
Arcana,Information Technology & Services,2300000.0,Bangalore,2021,2019.0,"Republic Crypto, Woodstock, DCG, Sahil Lavingia"
FloCareer,Information Services,5700000.0,Bangalore,2021,2018.0,Data Point Capital
Nap Chief,Apparel & Fashion,200000.0,Mumbai,2021,2019.0,Titan Capital
AcknoLedger,Crypto,1500000.0,Mumbai,2021,2021.0,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital"
ApplicateAI,Information Technology & Services,30000000.0,Gurugram,2021,2014.0,Undisclosed
VLCC Health Care,"Health, Wellness & Fitness",4000000.0,Gurugram,2021,1989.0,Undisclosed
Duroflex,Furniture,60000000.0,Bangalore,2021,1963.0,Norwest Venture Partners
Aviom India,Financial Services,8000000.0,Bhilwara,2021,2016.0,Sabre Partners
Onato,Computer Software,2200000.0,Bangalore,2021,2021.0,"Vertex Ventures, Omnivore"
Mestastop Solutions,Biotechnology,100000.0,Bangalore,2021,2018.0,CIIE.CO
SaaS Labs,SaaS,17000000.0,Noida,2021,2016.0,"Base 10 Partners, Eight Roads Ventures"
Devnagri,Translation & Localization,600000.0,Noida,2021,2017.0,"enture Catalyst, IPV"
CRED,Finance,250000000.0,Bangalore,2021,2018.0,"Tiger Global, Falcon Edge"
ConveGenius,Education Management,5000000.0,Noida,2021,2013.0,"BAce Capital, Heritas Capital, 3Lines Venture Capital"
